language,glottocode,id_word,id_meaning,lemma,ipa,def,morph,annotator,reference,pos
Tsez,dido1241,85,86,АДЕК,a-d-e-k,"I (-ерхо, -ерси, -еран, -ер) понуд . проскочить вперед , пробиться вперед","I (-ерхо, -ерси, -еран, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,86,87,АДЕК IЕРЕР/Á,a-d-e-k I-e-r-e-r-Á,"(-хо, -си, -ан, -ø) понуд . II от адек IÁ","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,87,88,АДЕХ/Á,a-d-e-χ-Á,"(-хо, -си, -ан, -о) про- скочить ся (вперед ), пробиться вп е- ред; оказаться впереди","(-хо, -си, -ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,88,89,АДЖÁР,a-d-ʒ-Á-r,аджарский; аджар мец аджарский язык,,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,89,90,АДЖÁРАВ,a-d-ʒ-Á-r-a-w,"I (-ä, -ес) аджарец","I (-ä, -ес)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,90,91,АДЖÁРАВ/БИ,a-d-ʒ-Á-r-a-w-b-i,"мн. (-за, -зас) ад- жарцы; аджар авзас халкъ и ад- жарцы (букв. аджарский народ)","(-за, -зас)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,91,92,АДЖÁРАЙ,a-d-ʒ-Á-r-a-j,"II (-ä, -ес) аджарка","II (-ä, -ес)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,92,93,АДИГЕЙ ÁВ,a-d-i-ɡ-e-j Á-w,"I (-ä, -ес) адыгеец","I (-ä, -ес)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,93,94,АДИГЕЙ ÁВ/БИ,a-d-i-ɡ-e-j Á-w-b-i,"мн. (-за, -зас) адыгейцы; адигейавзас мец ады- гейский язык","(-за, -зас)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,94,95,АДИГЕЙ ÁЙ,a-d-i-ɡ-e-j Á-j,"II (-ä, -ес//-с) ады- гейка","II (-ä, -ес//-с)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,95,96,АДИЙ ÁЛ,a-d-i-j Á-l,"IV (-ä, -ес, -би// -йаби ) 1) одеяло ( легкое, летнее) 2) по- крывало; татану адийал теплое легкое одеяло ( покрывало ); ади- йал кьи рир райра натянуть оде я- ло (покрывало ) на себя, укрыться одеялом (покрывалом ) АДИ́М/У II (-ā, -ус, -уби) бот. 1) горошек посевной 2) чина п о- севная","IV (-ä, -ес, -би// -йаби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,96,97,АДОКЬ,a-d-o-k,"нареч . воочию , наяву ; см. чIарикь",,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,97,98,АДОРИКI/ Á,a-d-o-r-i-k Á,"(-хо, -си, -ан, -ø) 1) обнажать, оголять 2) раздеть ; хех- би адорикIси эсанакучира ре- бенка ра здели, чтобы выкупать","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,98,99,АДОРИКI/Р Á,a-d-o-r-i-k-r Á,"(-ерхо, -ерси, -ер- ан, -ер) понуд. от адорикI á","(-ерхо, -ерси, -ер- ан, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,99,100,АДОРИКIРЕР/ Á,a-d-o-r-i-k-r-e-r Á,"(-хо, -си, -ан, - ø) понуд. II от адорикIр á","(-хо, -си, -ан, - ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,100,101,АДОРИЛЪ/ Á,a-d-o-r-i-l-ʔ Á,"(-хо, -си, -ан, -ø) 1) обнажаться; оголяться; цихъ адорилъси лес обнажился 2) ра з- деваться; хехби адорилъси дети разделись","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,101,102,АДОР И́ЛЪНО,a-d-o-r И́-l-ʔ-n-o,"нареч. 1) голо, о б- наженно 2) босиком; адорилъно икIа а) ходить голым (обнаже н- ным) б) идти босиком",(обнаже н- ным),Maiia Alimova,Khalilov 2024,adverb
Tsez,dido1241,102,103,АДÓРЛЪ/И,a-d-Ó-r-l-ʔ-i,"IV (-ǟ, -ис) 1) обна- жение, оголение кого-чего-л. 2) раздевание","IV (-ǟ, -ис)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,103,104,АДÓРУ//АДÓРУНИ,a-d-Ó-r-u a-d-Ó-r-u-n-i,"1) голый, нагой, обнаженный 2) раздетый ; адору жекIу голый человек; адоруни къʼим обнажённая гол о- ва; адору кIончIаби голые ноги ; адору гъуна (ажуби ) обнаженные (голые) дере вья 3) босой; адору хотIоби босые ноги; адору рохъа стать голым (нагим, обнаженным, босым); адору рода делать голым (нагим, обнаженным, босым) 4) легко одетый ( в одной рубашке ); адоруилъе ужи махIор охъ ǟси сын налегке вышел (во двор) ♦ адоруни шайтIан голый человек (букв. голый шайтан)",,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,104,105,АДОРУ -ЧIАМАТIУ,a-d-o-r-u -tʃ-a-m-a-t-u,"полуразд е- тый, полуголый ; см. руруса -адору",,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,105,106,АДРÉС,a-d-r-É-s,"III (-йа, -йос, -йаби ) ад- рес; идуси адрес домашний адрес; адрес āнуси безадресный; мекъаб 36 адрес неправильный адрес; адрес хисси бода сменить (изменить) адрес; канвертйокь адрес цаха написать адрес на конверте","III (-йа, -йос, -йаби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,106,107,АЖДÁ ХI,a-ʒ-d-Á χ,"III (-ä, -ес, -би) миф. аждаха, дракон; см. гIаждахI ÁЖ/У II (-ā, -ус, -уби) 1) хе- батл . куст, кустик ; гьекIу йас ажу куст картофеля , ботва картофеля ; элъу йас ажу куст черники 2) хутр . кустар ник; дерево; мейес ажу березовое дерево ; см. гъун","III (-ä, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,107,108,АЗБÁР,a-z-b-Á-r,"III (-йа, -йос, -йаби ) дво- рец; беже азбар большой дво рец; бегъе азбар маленький дворец; азбарйā р халкъи байаси во дво р- це собрались люди ; см. азбар - къоно","III (-йа, -йос, -йаби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,108,109,АЗБÁР-КЪÓН/О,a-z-b-Á-r---k-ʔ-Ó-n-o,"III (-ā, -ос, - оби) собир . дворец ; см. азбáр ÁЗБУК /А III (-ā, -ас) азбука; гIу- рус мецрес азбука азбука русск о- го языка; азбука молъа выучить азбуку ; научиться азбуке; см. ал- фави́ т","III (-ā, -ос, - оби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,109,110,АЗЕКI/А,a-z-e-k-a,"(-хо, -си, -ан, -ø) пе- рех. произойти ( об голокружении )","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,109,111,АЗЕКI/А,a-z-e-k-a,"(-хо, -си, -ан, -ø) про- клинать","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,110,112,АЗЕКIНА/ДА,a-z-e-k-n-a-d-a,"(-х, -с, -дан, -до) учащ. от азекIа1-2","(-х, -с, -дан, -до)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,111,113,АЗЕКIН/И,a-z-e-k-n-i,"III (-ǟ, -ис, -иби) го- ловокружение ; см. агаз- ни//агезни","III (-ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,111,114,АЗЕКIН/И,a-z-e-k-n-i,"III ( -ǟ, -ис, -иби) проклятие","III ( -ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,112,115,АЗЕКI/ РА,a-z-e-k r-a,"(-ерхо, -ерси, -еран, -ер) понуд . происходить ( об гол о- кружении )","(-ерхо, -ерси, -еран, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,112,116,АЗЕКI/ РА,a-z-e-k r-a,"(-ерхо, -ерси, -еран, -ер) понуд . происходить ( об гол о- кружении )","(-ерхо, -ерси, -еран, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,113,117,АЗЕКI РЕР/А,a-z-e-k r-e-r-a,"(-хо, -си, -ан, -ø) поуд. II от азекIа1-2 АЗЕРБИЖАН азербайджанский; азербижан мец азербайджанский язык; см. азербижанавби","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,114,118,АЗЕРБИЖАНÁВ,a-z-e-r-b-i-ʒ-a-n-Á-w,"I (-ä, -ес//-с) азербайджанец; см. падарÁв","I (-ä, -ес//-с)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,115,119,АЗЕРБИЖАНÁВ/БИ,a-z-e-r-b-i-ʒ-a-n-Á-w-b-i,"мн. (-за, - зас) азербайджанцы; азербиж а- навзас мец азербайджанский язык; см. падарÁвби","(-за, - зас)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,116,120,АЗЕРБИЖАНÁЙ,a-z-e-r-b-i-ʒ-a-n-Á-j,"II (-ä, -ес//-с) азербайджанка; см. падарÁй","II (-ä, -ес//-с)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,117,121,АЗИ́Р,a-z-И́-r,"II (-йа, -йос, -йаби ) 1) часть чего-л. 2) кусок чего-л.; мо- рис азир кусок (об ломок) тарелки 3) обрубок; хъацис азир обрубок, полено 4) стопка; гъʼичIес азир стопка материи 5) охапка; бихис азир охапка сена","II (-йа, -йос, -йаби )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,118,122,АЗИР/ Á,a-z-i-r Á,"(-ах, -ас, -ан, -ø) олед е- неть, замерзать; окоченеть; ос тыть, стать холодным; рекьаби азирас руки окоченели; мочи азиран земля леденеет (становится тве р- дой, мер злой) ♦ азиромухъохай гьахъу йега много разговаривать, болтать ( букв. от заморозков рот освободиться)","(-ах, -ас, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,119,123,АЗИРА/Д Á,a-z-i-r-a-d Á,"(-х, -с, -дан, -д) см. азир á","(-х, -с, -дан, -д)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,120,124,АЗИРЕР/ Á,a-z-i-r-e-r Á,"(-хо, -си, -ан, -ø) по- нуд. от азир á","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,121,125,АЗИРÓ МУ,a-z-i-r-Ó m-u,"1) пром ёрзший ; ази- рому рокIо пром ёрзший корень 2) очень холодный; покрытый льдом; азир ому лъи покрытая льдом в о- да; азирому мочи покрытый льдом зе мля ÁЗКЪ/А IV (-ā, -ас) иней; аз- къалI рихъа покрываться инеем; гъунаби азкъалI рихъис деревья покрылись инеем; бихикь азкъа рахIäси трава покрыта инеем","(-ā, -ас)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,122,126,АЗКЬÓ/БИ // АЗКЬÓС/И,a-z-k-Ó-b-i   a-z-k-Ó-s-i,"(-за// -йа, -зас// -йас) 1) азилтинец ( жи- тель с ел. Азилта Цунтинского района ) 2) азилтинцы 37 ÁЗ/У III (-ā, -ус, -уби) с.-х. 1) урожай ( зерновых ); азу коса со- брать урожай ( зерновых ) 2) жатва ; см. хъи́чи//хъ ʼи́чи","(-за// -йа, -зас// -йас)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,123,127,АЗУ-БИХ,a-z-u---b-i-χ,"IV (-а, -ис, -би) собир. урожай ( букв. урожай зерновых - грубый корм); см. азу, хъици","IV (-а, -ис, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,124,128,АЗУЗАЛЪ,a-z-u-z-a-l-ʔ,нареч . осенью; см. се- бих,,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,125,129,АЗУЗАЛЪСИ,a-z-u-z-a-l-ʔ-s-i,"осенний; см. себис, себихоси",,Maiia Alimova,Khalilov 2024,NaN
